0,-3.54929122,36.10411709
1,-3.5461989999999997,36.10812809
2,-3.37002748,36.68571714
3,-3.36285021,36.68998419
4,-3.35712264,36.69117664
5,-3.35828441,36.69146128
6,-3.35873589,36.6910074
7,-3.35900321,36.68650292
8,-3.35952195,36.68266629
9,-3.3601352999999996,36.70104036
10,-3.35963329,36.69848758
11,-3.35788445,36.6970186
12,-3.35837977,36.69589628
13,-3.35770987,36.69302272
14,-3.37709493,36.70608447
15,-3.37721807,36.70640041
16,-3.36879551,36.70860813
17,-3.36952019,36.72099437
18,-3.36535157,36.73651907
19,-3.36526095,36.73674273
20,-3.37781768,36.73193672
21,-3.37780715,36.73423704
22,-3.38766013,36.71094552
23,-3.38686937,36.71205119
24,-3.38434205,36.70797002
25,-3.38117778,36.70862325
26,-3.392519,36.70002704
27,-3.3984592000000005,36.69536566
28,-3.39948153,36.69518581
29,-3.44190348,36.70513614
30,-3.44195965,36.70427166
31,-3.44208075,36.70390396
32,-3.47051786,36.70206777
33,-3.47003394,36.70160663
34,-3.47315327,36.69667679
35,-3.47312257,36.69653563
36,-3.47503858,36.69254058
37,-3.48783363,36.69592455
38,-3.49050984,36.69087164
39,-3.49259262,36.68316291
40,-3.49273672,36.68204599
41,-3.49336355,36.68283709
42,-3.49395433,36.68024495
43,-3.40753686,36.68150944
44,-3.4037678,36.67596786
45,-3.39962787,36.66704121
46,-3.38486112,36.67869908
47,-3.38327643,36.67838714
48,-3.38388334,36.68044954
49,-3.37820525,36.67387591
50,-3.38078323,36.68824574
51,-3.38695835,36.689861
52,-3.38171956,36.69504581
53,-3.37605363,36.67458961
54,-3.37472857,36.67525285
55,-3.37297402,36.67618529999999
56,-3.37318672,36.67105401
57,-3.3732232000000004,36.67168341
58,-3.38226705,36.68344296
59,-3.38161647,36.68351451
60,-3.37498307,36.65805282
61,-3.37690722,36.66119084
62,-3.38504519,36.65870108
63,-3.38729848,36.66801829999999
64,-3.3714324999999996,36.67346831
65,-3.37174683,36.67158425
66,-3.37164308,36.67150135
67,-3.36809906,36.67433767
68,-3.36477892,36.67543342
69,-3.40205382,36.71650559
70,-3.37211268,36.66421032
71,-3.3727167999999996,36.66352066
72,-3.37254003,36.66161491
73,-3.37306958,36.66003842
74,-3.37015346,36.65746371
75,-3.3660620999999997,36.65801378
76,-3.36519034,36.65564283
77,-3.36356258,36.66032043
78,-3.3638224,36.66191686
79,-3.36340339,36.66181779
80,-3.36380327,36.66329709
81,-3.36275191,36.66096639
82,-3.3628267,36.66145013
83,-3.36194631,36.66147328
84,-3.30949613,36.47446679
85,-3.31042174,36.47806657
86,-3.31459067,36.47632752
87,-3.3197650000000003,36.4692873
88,-3.31263365,36.46458463
89,-3.30168425,36.47485622
90,-3.30301559,36.46537173
91,-3.13803009,36.48338878
92,-3.13520954,36.48244295
93,-3.13457717,36.48091168
94,-3.08093797,36.44832139
95,-3.13120529,36.44094093
96,-3.2179577999999998,36.42543988
97,-3.23187825,36.42756782
98,-3.23160348,36.42825067
99,-3.22929693,36.44350508
100,-3.2280374,36.44384046
101,-3.2347171,36.42607034
102,-3.23943896,36.40906826
103,-3.24930342,36.39363021
104,-3.40832013,36.48532186
105,-3.41055475,36.31556321
106,-3.40773011,36.48701355
107,-3.35026155,36.326498799999996
108,-3.40669286,36.48607968
109,-3.34472835,36.31370434
110,-3.40321048,36.4828974
111,-3.32436063,36.30269008
112,-3.40179617,36.48459219
113,-3.3242441,36.30193709
114,-3.3969473,36.48347446
115,-3.32179062,36.30033897
116,-3.47230967,36.45070584
117,-3.34369263,36.35365692
118,-3.4502317000000002,36.46877563
119,-3.34241323,36.35324882
120,-3.42681892,36.47945484
121,-3.34279258,36.35317283
122,-3.40970659,36.50978137
123,-3.33873986,36.3609649
124,-3.41178842,36.49291661
125,-3.4010952000000003,36.29458738
126,-3.40099445,36.29481913
127,-3.39993044,36.29482338
128,-3.3995849000000002,36.29494141
129,-3.39993415,36.2965177
130,-3.40965225,36.34794936
131,-3.41693948,36.38962299
132,-3.41676635,36.39196663
133,-3.41681884,36.39198782
134,-3.41652101,36.39223775
135,-3.67782724,36.60451452
136,-3.67765857,36.60469023
137,-3.75992869,36.41962339
138,-3.76135624,36.41923519
139,-3.76660778,36.42121872
140,-3.76191834,36.43692184
141,-3.76154209,36.43707083
142,-3.76149247,36.43708808
143,-3.76136418,36.43472988
144,-3.76172315,36.30923406
145,-3.76179941,36.30927318
146,-3.71898845,36.4056984
147,-3.52690471,36.07505866
148,-3.52693903,36.056328
149,-3.5269648,36.05594688
150,-3.2043874,35.94219833
151,-3.52667822,36.05606475
152,-3.52664256,36.05651461
153,-3.52802643,36.0554789
154,-3.52840613,36.05526282
155,-3.52792916,36.0560665
156,-3.5397546,36.07091432
157,-3.54041912,36.07028924
158,-3.53850939,36.06991909
159,-3.54165555,36.08170865
160,-3.55493844,36.08408151
161,-3.55498015,36.09162101
162,-3.55352985,36.09729652
163,-3.55242019,36.09634183
164,-3.5515261,36.096405700000005
165,-3.55084214,36.09714945
166,-3.54888195,36.10009333
167,-3.55002669,36.10052214
168,-3.55154991,36.09915938
